amount,note,type_name,type_category
692,Примітка 7250,Папір,Інше
-687,Примітка 7251,Шафа,Інше
603,Примітка 7252,Хліб,Оренда
216,Примітка 7253,Ручка,Канцелярія
945,Примітка 7254,Шафа,Їжа
184,Примітка 7255,Мило,Їжа
587,Примітка 7256,Кава,Канцелярія
-8,Примітка 7257,Ручка,Інше
228,Примітка 7258,Папір,Канцелярія
-705,Примітка 7259,Оренда офісу,Оренда
887,Примітка 7260,Мило,Канцелярія
-956,Примітка 7261,Папір,Інше
-790,Примітка 7262,Папір,Їжа
-304,Примітка 7263,Мило,Інше
-552,Примітка 7264,Ручка,Оренда
627,Примітка 7265,Оренда офісу,Інше
-107,Примітка 7266,Ручка,Інше
200,Примітка 7267,Оренда офісу,Їжа
-534,Примітка 7268,Кава,Канцелярія
501,Примітка 7269,Оренда офісу,Інше
345,Примітка 7270,Хліб,Канцелярія
-252,Примітка 7271,Оренда офісу,Оренда
-45,Примітка 7272,Ручка,Інше
949,Примітка 7273,Кава,Інше
-25,Примітка 7274,Папір,Канцелярія
582,Примітка 7275,Мило,Інше
-247,Примітка 7276,Шафа,Оренда
-71,Примітка 7277,Хліб,Інше
101,Примітка 7278,Хліб,Оренда
148,Примітка 7279,Кава,Оренда
788,Примітка 7280,Мило,Канцелярія
-493,Примітка 7281,Шафа,Інше
-759,Примітка 7282,Кава,Оренда
980,Примітка 7283,Папір,Канцелярія
878,Примітка 7284,Мило,Оренда
-554,Примітка 7285,Оренда офісу,Канцелярія
86,Примітка 7286,Оренда офісу,Їжа
-612,Примітка 7287,Хліб,Канцелярія
928,Примітка 7288,Хліб,Канцелярія
483,Примітка 7289,Мило,Їжа
-826,Примітка 7290,Мило,Канцелярія
-862,Примітка 7291,Папір,Оренда
791,Примітка 7292,Папір,Їжа
-632,Примітка 7293,Оренда офісу,Їжа
423,Примітка 7294,Оренда офісу,Їжа
518,Примітка 7295,Мило,Канцелярія
-167,Примітка 7296,Мило,Оренда
-474,Примітка 7297,Мило,Оренда
-322,Примітка 7298,Ручка,Оренда
4,Примітка 7299,Ручка,Оренда
299,Примітка 7300,Папір,Інше
32,Примітка 7301,Папір,Інше
46,Примітка 7302,Хліб,Канцелярія
471,Примітка 7303,Кава,Інше
-109,Примітка 7304,Шафа,Канцелярія
-136,Примітка 7305,Мило,Інше
254,Примітка 7306,Кава,Оренда
658,Примітка 7307,Оренда офісу,Інше
-880,Примітка 7308,Шафа,Канцелярія
-849,Примітка 7309,Мило,Канцелярія
-752,Примітка 7310,Ручка,Інше
-572,Примітка 7311,Ручка,Канцелярія
121,Примітка 7312,Шафа,Їжа
465,Примітка 7313,Ручка,Оренда
448,Примітка 7314,Кава,Оренда
-195,Примітка 7315,Мило,Інше
834,Примітка 7316,Мило,Канцелярія
195,Примітка 7317,Кава,Канцелярія
-754,Примітка 7318,Шафа,Їжа
998,Примітка 7319,Хліб,Інше
719,Примітка 7320,Мило,Оренда
391,Примітка 7321,Хліб,Їжа
-998,Примітка 7322,Ручка,Канцелярія
-362,Примітка 7323,Папір,Канцелярія
225,Примітка 7324,Ручка,Оренда
-247,Примітка 7325,Папір,Їжа
558,Примітка 7326,Шафа,Канцелярія
572,Примітка 7327,Мило,Канцелярія
257,Примітка 7328,Мило,Канцелярія
-189,Примітка 7329,Папір,Їжа
412,Примітка 7330,Хліб,Оренда
710,Примітка 7331,Оренда офісу,Оренда
-977,Примітка 7332,Папір,Їжа
-317,Примітка 7333,Оренда офісу,Канцелярія
-943,Примітка 7334,Шафа,Канцелярія
563,Примітка 7335,Хліб,Їжа
-943,Примітка 7336,Мило,Оренда
730,Примітка 7337,Кава,Канцелярія
502,Примітка 7338,Ручка,Їжа
-817,Примітка 7339,Ручка,Інше
795,Примітка 7340,Оренда офісу,Інше
332,Примітка 7341,Мило,Інше
-13,Примітка 7342,Хліб,Інше
-676,Примітка 7343,Ручка,Оренда
851,Примітка 7344,Кава,Інше
311,Примітка 7345,Ручка,Оренда
-657,Примітка 7346,Хліб,Інше
-31,Примітка 7347,Мило,Інше
994,Примітка 7348,Папір,Оренда
-800,Примітка 7349,Оренда офісу,Канцелярія
729,Примітка 7350,Хліб,Інше
495,Примітка 7351,Кава,Інше
990,Примітка 7352,Кава,Їжа
-854,Примітка 7353,Шафа,Інше
652,Примітка 7354,Мило,Канцелярія
-862,Примітка 7355,Ручка,Їжа
-708,Примітка 7356,Папір,Їжа
-267,Примітка 7357,Оренда офісу,Оренда
-729,Примітка 7358,Папір,Їжа
-207,Примітка 7359,Мило,Інше
-577,Примітка 7360,Шафа,Оренда
773,Примітка 7361,Шафа,Канцелярія
312,Примітка 7362,Хліб,Інше
-119,Примітка 7363,Мило,Канцелярія
600,Примітка 7364,Шафа,Оренда
882,Примітка 7365,Ручка,Інше
203,Примітка 7366,Мило,Інше
765,Примітка 7367,Шафа,Інше
-773,Примітка 7368,Мило,Інше
901,Примітка 7369,Мило,Канцелярія
-108,Примітка 7370,Ручка,Їжа
-535,Примітка 7371,Мило,Інше
-921,Примітка 7372,Папір,Канцелярія
279,Примітка 7373,Ручка,Оренда
-124,Примітка 7374,Папір,Канцелярія
-66,Примітка 7375,Кава,Канцелярія
-205,Примітка 7376,Хліб,Їжа
-824,Примітка 7377,Кава,Канцелярія
651,Примітка 7378,Ручка,Інше
-989,Примітка 7379,Хліб,Інше
-205,Примітка 7380,Мило,Канцелярія
-600,Примітка 7381,Кава,Їжа
-539,Примітка 7382,Мило,Оренда
968,Примітка 7383,Мило,Їжа
297,Примітка 7384,Кава,Їжа
765,Примітка 7385,Папір,Оренда
372,Примітка 7386,Папір,Канцелярія
-630,Примітка 7387,Ручка,Інше
-175,Примітка 7388,Шафа,Інше
-764,Примітка 7389,Шафа,Канцелярія
-597,Примітка 7390,Мило,Оренда
766,Примітка 7391,Ручка,Канцелярія
-448,Примітка 7392,Оренда офісу,Їжа
-535,Примітка 7393,Папір,Канцелярія
171,Примітка 7394,Хліб,Їжа
-130,Примітка 7395,Шафа,Канцелярія
-955,Примітка 7396,Оренда офісу,Канцелярія
-346,Примітка 7397,Оренда офісу,Канцелярія
171,Примітка 7398,Шафа,Оренда
-366,Примітка 7399,Мило,Інше
528,Примітка 7400,Хліб,Їжа
728,Примітка 7401,Мило,Їжа
955,Примітка 7402,Шафа,Канцелярія
-187,Примітка 7403,Шафа,Оренда
170,Примітка 7404,Кава,Оренда
340,Примітка 7405,Хліб,Оренда
-820,Примітка 7406,Кава,Їжа
-255,Примітка 7407,Кава,Канцелярія
-353,Примітка 7408,Оренда офісу,Їжа
-615,Примітка 7409,Ручка,Їжа
642,Примітка 7410,Кава,Оренда
-290,Примітка 7411,Шафа,Інше
186,Примітка 7412,Мило,Оренда
-566,Примітка 7413,Ручка,Канцелярія
-984,Примітка 7414,Оренда офісу,Їжа
-687,Примітка 7415,Ручка,Оренда
538,Примітка 7416,Ручка,Інше
104,Примітка 7417,Шафа,Їжа
-15,Примітка 7418,Ручка,Інше
-963,Примітка 7419,Ручка,Інше
-42,Примітка 7420,Шафа,Інше
326,Примітка 7421,Оренда офісу,Їжа
-698,Примітка 7422,Шафа,Оренда
185,Примітка 7423,Оренда офісу,Інше
925,Примітка 7424,Шафа,Їжа
-574,Примітка 7425,Мило,Оренда
593,Примітка 7426,Ручка,Інше
-147,Примітка 7427,Хліб,Їжа
968,Примітка 7428,Кава,Канцелярія
31,Примітка 7429,Шафа,Їжа
929,Примітка 7430,Ручка,Канцелярія
-430,Примітка 7431,Оренда офісу,Їжа
-476,Примітка 7432,Ручка,Канцелярія
-206,Примітка 7433,Ручка,Оренда
-17,Примітка 7434,Папір,Їжа
112,Примітка 7435,Кава,Оренда
-811,Примітка 7436,Шафа,Інше
824,Примітка 7437,Кава,Їжа
-73,Примітка 7438,Оренда офісу,Оренда
938,Примітка 7439,Хліб,Канцелярія
845,Примітка 7440,Кава,Канцелярія
974,Примітка 7441,Папір,Інше
929,Примітка 7442,Ручка,Їжа
-409,Примітка 7443,Шафа,Інше
-649,Примітка 7444,Кава,Їжа
-10,Примітка 7445,Ручка,Канцелярія
-459,Примітка 7446,Ручка,Їжа
-259,Примітка 7447,Кава,Оренда
-661,Примітка 7448,Хліб,Їжа
-506,Примітка 7449,Кава,Інше
608,Примітка 7450,Хліб,Оренда
577,Примітка 7451,Шафа,Їжа
-532,Примітка 7452,Оренда офісу,Їжа
-60,Примітка 7453,Оренда офісу,Канцелярія
390,Примітка 7454,Оренда офісу,Оренда
-991,Примітка 7455,Оренда офісу,Їжа
-373,Примітка 7456,Хліб,Канцелярія
-73,Примітка 7457,Шафа,Оренда
871,Примітка 7458,Шафа,Канцелярія
657,Примітка 7459,Ручка,Оренда
-454,Примітка 7460,Шафа,Їжа
-95,Примітка 7461,Оренда офісу,Інше
292,Примітка 7462,Ручка,Оренда
-878,Примітка 7463,Мило,Оренда
-10,Примітка 7464,Хліб,Канцелярія
-787,Примітка 7465,Шафа,Їжа
6,Примітка 7466,Хліб,Оренда
-426,Примітка 7467,Оренда офісу,Оренда
-41,Примітка 7468,Оренда офісу,Канцелярія
-13,Примітка 7469,Оренда офісу,Інше
983,Примітка 7470,Хліб,Канцелярія
-142,Примітка 7471,Мило,Їжа
959,Примітка 7472,Кава,Інше
-112,Примітка 7473,Хліб,Інше
5,Примітка 7474,Кава,Канцелярія
64,Примітка 7475,Папір,Канцелярія
-935,Примітка 7476,Кава,Канцелярія
393,Примітка 7477,Шафа,Інше
-667,Примітка 7478,Хліб,Оренда
-382,Примітка 7479,Мило,Їжа
-60,Примітка 7480,Кава,Їжа
-429,Примітка 7481,Папір,Оренда
548,Примітка 7482,Мило,Їжа
-196,Примітка 7483,Папір,Оренда
-562,Примітка 7484,Ручка,Їжа
-884,Примітка 7485,Хліб,Оренда
-415,Примітка 7486,Хліб,Інше
364,Примітка 7487,Папір,Інше
130,Примітка 7488,Мило,Канцелярія
156,Примітка 7489,Мило,Оренда
43,Примітка 7490,Мило,Оренда
303,Примітка 7491,Оренда офісу,Їжа
700,Примітка 7492,Шафа,Оренда
149,Примітка 7493,Мило,Інше
-923,Примітка 7494,Оренда офісу,Канцелярія
133,Примітка 7495,Мило,Їжа
-225,Примітка 7496,Ручка,Інше
-646,Примітка 7497,Кава,Інше
360,Примітка 7498,Оренда офісу,Канцелярія
-600,Примітка 7499,Оренда офісу,Їжа
130,Примітка 7500,Хліб,Канцелярія
-660,Примітка 7501,Папір,Їжа
874,Примітка 7502,Шафа,Канцелярія
672,Примітка 7503,Ручка,Їжа
-580,Примітка 7504,Кава,Оренда
-471,Примітка 7505,Ручка,Оренда
-124,Примітка 7506,Оренда офісу,Канцелярія
-376,Примітка 7507,Кава,Оренда
393,Примітка 7508,Мило,Їжа
-60,Примітка 7509,Мило,Канцелярія
-460,Примітка 7510,Ручка,Оренда
113,Примітка 7511,Ручка,Інше
-187,Примітка 7512,Мило,Інше
-351,Примітка 7513,Ручка,Їжа
-696,Примітка 7514,Шафа,Оренда
-479,Примітка 7515,Хліб,Інше
-547,Примітка 7516,Мило,Інше
848,Примітка 7517,Хліб,Інше
-171,Примітка 7518,Мило,Інше
714,Примітка 7519,Кава,Оренда
-833,Примітка 7520,Оренда офісу,Оренда
-707,Примітка 7521,Ручка,Інше
365,Примітка 7522,Хліб,Інше
732,Примітка 7523,Оренда офісу,Канцелярія
-501,Примітка 7524,Мило,Інше
611,Примітка 7525,Мило,Їжа
-622,Примітка 7526,Папір,Оренда
-929,Примітка 7527,Кава,Оренда
537,Примітка 7528,Шафа,Оренда
-534,Примітка 7529,Кава,Їжа
-836,Примітка 7530,Шафа,Канцелярія
348,Примітка 7531,Хліб,Інше
-341,Примітка 7532,Оренда офісу,Інше
-678,Примітка 7533,Кава,Канцелярія
140,Примітка 7534,Хліб,Інше
-635,Примітка 7535,Мило,Інше
-305,Примітка 7536,Ручка,Їжа
-697,Примітка 7537,Мило,Оренда
10,Примітка 7538,Кава,Їжа
-469,Примітка 7539,Папір,Канцелярія
878,Примітка 7540,Шафа,Їжа
701,Примітка 7541,Мило,Їжа
685,Примітка 7542,Оренда офісу,Канцелярія
93,Примітка 7543,Папір,Інше
-753,Примітка 7544,Кава,Їжа
-677,Примітка 7545,Шафа,Канцелярія
-223,Примітка 7546,Хліб,Інше
860,Примітка 7547,Хліб,Канцелярія
624,Примітка 7548,Папір,Їжа
-806,Примітка 7549,Хліб,Оренда
999,Примітка 7550,Оренда офісу,Їжа
-929,Примітка 7551,Кава,Їжа
97,Примітка 7552,Кава,Оренда
659,Примітка 7553,Ручка,Інше
-922,Примітка 7554,Ручка,Канцелярія
-429,Примітка 7555,Мило,Оренда
742,Примітка 7556,Ручка,Канцелярія
-974,Примітка 7557,Ручка,Канцелярія
589,Примітка 7558,Шафа,Канцелярія
234,Примітка 7559,Кава,Інше
132,Примітка 7560,Кава,Канцелярія
290,Примітка 7561,Мило,Їжа
654,Примітка 7562,Мило,Канцелярія
842,Примітка 7563,Хліб,Оренда
-375,Примітка 7564,Кава,Канцелярія
806,Примітка 7565,Оренда офісу,Інше
66,Примітка 7566,Хліб,Інше
290,Примітка 7567,Шафа,Оренда
687,Примітка 7568,Оренда офісу,Оренда
757,Примітка 7569,Мило,Канцелярія
9,Примітка 7570,Оренда офісу,Оренда
687,Примітка 7571,Шафа,Канцелярія
-507,Примітка 7572,Папір,Оренда
-83,Примітка 7573,Кава,Оренда
-597,Примітка 7574,Шафа,Їжа
717,Примітка 7575,Ручка,Канцелярія
-548,Примітка 7576,Хліб,Інше
-536,Примітка 7577,Папір,Канцелярія
-804,Примітка 7578,Хліб,Інше
-801,Примітка 7579,Хліб,Їжа
441,Примітка 7580,Шафа,Інше
-862,Примітка 7581,Кава,Інше
210,Примітка 7582,Хліб,Оренда
662,Примітка 7583,Кава,Інше
962,Примітка 7584,Ручка,Інше
-426,Примітка 7585,Ручка,Інше
-237,Примітка 7586,Хліб,Інше
-830,Примітка 7587,Мило,Інше
-362,Примітка 7588,Кава,Оренда
788,Примітка 7589,Ручка,Канцелярія
-58,Примітка 7590,Папір,Канцелярія
797,Примітка 7591,Оренда офісу,Канцелярія
14,Примітка 7592,Шафа,Оренда
-837,Примітка 7593,Хліб,Інше
451,Примітка 7594,Кава,Канцелярія
542,Примітка 7595,Мило,Їжа
-92,Примітка 7596,Оренда офісу,Канцелярія
769,Примітка 7597,Мило,Їжа
-647,Примітка 7598,Оренда офісу,Канцелярія
-135,Примітка 7599,Ручка,Їжа
432,Примітка 7600,Папір,Інше
944,Примітка 7601,Оренда офісу,Оренда
284,Примітка 7602,Кава,Їжа
507,Примітка 7603,Кава,Канцелярія
-511,Примітка 7604,Мило,Оренда
-79,Примітка 7605,Ручка,Оренда
-594,Примітка 7606,Шафа,Їжа
697,Примітка 7607,Оренда офісу,Інше
470,Примітка 7608,Ручка,Канцелярія
-486,Примітка 7609,Мило,Оренда
-950,Примітка 7610,Кава,Інше
711,Примітка 7611,Ручка,Оренда
-457,Примітка 7612,Шафа,Канцелярія
-491,Примітка 7613,Кава,Канцелярія
342,Примітка 7614,Шафа,Інше
993,Примітка 7615,Хліб,Канцелярія
-171,Примітка 7616,Мило,Оренда
-111,Примітка 7617,Ручка,Канцелярія
148,Примітка 7618,Мило,Їжа
741,Примітка 7619,Хліб,Інше
-840,Примітка 7620,Оренда офісу,Оренда
428,Примітка 7621,Оренда офісу,Оренда
128,Примітка 7622,Шафа,Оренда
992,Примітка 7623,Шафа,Інше
-151,Примітка 7624,Ручка,Інше
-925,Примітка 7625,Кава,Канцелярія
-128,Примітка 7626,Хліб,Оренда
-123,Примітка 7627,Ручка,Канцелярія
673,Примітка 7628,Кава,Оренда
-218,Примітка 7629,Папір,Оренда
-347,Примітка 7630,Шафа,Оренда
701,Примітка 7631,Ручка,Інше
-739,Примітка 7632,Оренда офісу,Оренда
603,Примітка 7633,Ручка,Оренда
715,Примітка 7634,Кава,Оренда
-681,Примітка 7635,Оренда офісу,Інше
-533,Примітка 7636,Кава,Канцелярія
-829,Примітка 7637,Папір,Оренда
607,Примітка 7638,Шафа,Канцелярія
856,Примітка 7639,Кава,Інше
-270,Примітка 7640,Хліб,Канцелярія
-886,Примітка 7641,Шафа,Інше
-718,Примітка 7642,Шафа,Інше
-663,Примітка 7643,Папір,Канцелярія
754,Примітка 7644,Хліб,Інше
823,Примітка 7645,Шафа,Їжа
-569,Примітка 7646,Ручка,Їжа
512,Примітка 7647,Оренда офісу,Оренда
774,Примітка 7648,Оренда офісу,Їжа
345,Примітка 7649,Шафа,Їжа
323,Примітка 7650,Папір,Інше
-360,Примітка 7651,Шафа,Їжа
-399,Примітка 7652,Мило,Канцелярія
-93,Примітка 7653,Шафа,Інше
-731,Примітка 7654,Мило,Інше
879,Примітка 7655,Мило,Канцелярія
227,Примітка 7656,Мило,Їжа
-648,Примітка 7657,Кава,Їжа
-937,Примітка 7658,Папір,Оренда
-765,Примітка 7659,Кава,Інше
-917,Примітка 7660,Шафа,Інше
345,Примітка 7661,Папір,Інше
428,Примітка 7662,Папір,Їжа
309,Примітка 7663,Мило,Оренда
-654,Примітка 7664,Кава,Оренда
449,Примітка 7665,Шафа,Оренда
-705,Примітка 7666,Шафа,Їжа
71,Примітка 7667,Оренда офісу,Канцелярія
988,Примітка 7668,Ручка,Канцелярія
105,Примітка 7669,Оренда офісу,Канцелярія
-429,Примітка 7670,Оренда офісу,Інше
7,Примітка 7671,Ручка,Інше
-986,Примітка 7672,Шафа,Інше
-300,Примітка 7673,Ручка,Оренда
523,Примітка 7674,Оренда офісу,Оренда
-103,Примітка 7675,Кава,Інше
806,Примітка 7676,Мило,Оренда
11,Примітка 7677,Хліб,Їжа
-513,Примітка 7678,Шафа,Їжа
829,Примітка 7679,Шафа,Інше
385,Примітка 7680,Ручка,Інше
-625,Примітка 7681,Мило,Оренда
24,Примітка 7682,Ручка,Канцелярія
561,Примітка 7683,Кава,Їжа
-432,Примітка 7684,Хліб,Інше
-248,Примітка 7685,Оренда офісу,Їжа
183,Примітка 7686,Оренда офісу,Канцелярія
510,Примітка 7687,Ручка,Інше
-792,Примітка 7688,Шафа,Оренда
-493,Примітка 7689,Шафа,Оренда
324,Примітка 7690,Ручка,Канцелярія
-526,Примітка 7691,Ручка,Інше
-736,Примітка 7692,Мило,Інше
755,Примітка 7693,Ручка,Інше
344,Примітка 7694,Ручка,Канцелярія
336,Примітка 7695,Хліб,Канцелярія
-102,Примітка 7696,Мило,Канцелярія
440,Примітка 7697,Кава,Канцелярія
-62,Примітка 7698,Папір,Інше
928,Примітка 7699,Хліб,Канцелярія
667,Примітка 7700,Хліб,Канцелярія
806,Примітка 7701,Кава,Інше
-337,Примітка 7702,Хліб,Їжа
585,Примітка 7703,Мило,Канцелярія
659,Примітка 7704,Шафа,Їжа
15,Примітка 7705,Мило,Оренда
-961,Примітка 7706,Оренда офісу,Їжа
151,Примітка 7707,Мило,Їжа
162,Примітка 7708,Оренда офісу,Канцелярія
545,Примітка 7709,Хліб,Інше
-773,Примітка 7710,Оренда офісу,Інше
629,Примітка 7711,Оренда офісу,Канцелярія
-114,Примітка 7712,Мило,Оренда
-248,Примітка 7713,Оренда офісу,Їжа
-885,Примітка 7714,Хліб,Їжа
445,Примітка 7715,Шафа,Оренда
-394,Примітка 7716,Мило,Інше
899,Примітка 7717,Мило,Їжа
374,Примітка 7718,Шафа,Інше
-807,Примітка 7719,Мило,Канцелярія
-225,Примітка 7720,Шафа,Їжа
81,Примітка 7721,Ручка,Інше
726,Примітка 7722,Ручка,Їжа
867,Примітка 7723,Ручка,Канцелярія
72,Примітка 7724,Папір,Їжа
-442,Примітка 7725,Мило,Їжа
662,Примітка 7726,Ручка,Інше
-429,Примітка 7727,Мило,Інше
162,Примітка 7728,Ручка,Канцелярія
-632,Примітка 7729,Кава,Оренда
569,Примітка 7730,Шафа,Оренда
760,Примітка 7731,Шафа,Оренда
-842,Примітка 7732,Ручка,Канцелярія
-415,Примітка 7733,Кава,Оренда
515,Примітка 7734,Ручка,Канцелярія
887,Примітка 7735,Шафа,Інше
-643,Примітка 7736,Папір,Їжа
820,Примітка 7737,Оренда офісу,Канцелярія
-249,Примітка 7738,Хліб,Канцелярія
-552,Примітка 7739,Шафа,Оренда
-730,Примітка 7740,Шафа,Оренда
-902,Примітка 7741,Мило,Оренда
836,Примітка 7742,Оренда офісу,Оренда
-153,Примітка 7743,Хліб,Їжа
-58,Примітка 7744,Мило,Оренда
705,Примітка 7745,Мило,Канцелярія
-617,Примітка 7746,Папір,Їжа
993,Примітка 7747,Ручка,Їжа
-672,Примітка 7748,Папір,Оренда
875,Примітка 7749,Оренда офісу,Інше
-863,Примітка 7750,Шафа,Оренда
-217,Примітка 7751,Папір,Їжа
161,Примітка 7752,Ручка,Оренда
747,Примітка 7753,Оренда офісу,Їжа
373,Примітка 7754,Ручка,Інше
-446,Примітка 7755,Кава,Канцелярія
-591,Примітка 7756,Папір,Оренда
-511,Примітка 7757,Мило,Канцелярія
879,Примітка 7758,Хліб,Оренда
485,Примітка 7759,Мило,Їжа
-962,Примітка 7760,Мило,Канцелярія
-454,Примітка 7761,Ручка,Їжа
709,Примітка 7762,Папір,Канцелярія
755,Примітка 7763,Папір,Оренда
-681,Примітка 7764,Ручка,Канцелярія
-79,Примітка 7765,Хліб,Канцелярія
-286,Примітка 7766,Хліб,Їжа
778,Примітка 7767,Мило,Інше
-533,Примітка 7768,Папір,Канцелярія
253,Примітка 7769,Кава,Інше
-516,Примітка 7770,Ручка,Інше
138,Примітка 7771,Папір,Оренда
456,Примітка 7772,Шафа,Канцелярія
810,Примітка 7773,Папір,Оренда
-930,Примітка 7774,Папір,Інше
-892,Примітка 7775,Шафа,Їжа
720,Примітка 7776,Мило,Оренда
585,Примітка 7777,Шафа,Їжа
624,Примітка 7778,Папір,Інше
-528,Примітка 7779,Хліб,Оренда
815,Примітка 7780,Кава,Інше
414,Примітка 7781,Оренда офісу,Їжа
248,Примітка 7782,Ручка,Інше
692,Примітка 7783,Оренда офісу,Інше
-557,Примітка 7784,Кава,Їжа
-791,Примітка 7785,Оренда офісу,Інше
-771,Примітка 7786,Шафа,Канцелярія
554,Примітка 7787,Оренда офісу,Інше
982,Примітка 7788,Папір,Канцелярія
-811,Примітка 7789,Шафа,Їжа
300,Примітка 7790,Папір,Їжа
-403,Примітка 7791,Мило,Їжа
-106,Примітка 7792,Хліб,Їжа
-156,Примітка 7793,Ручка,Їжа
324,Примітка 7794,Кава,Інше
-663,Примітка 7795,Мило,Їжа
-725,Примітка 7796,Мило,Канцелярія
372,Примітка 7797,Кава,Їжа
897,Примітка 7798,Ручка,Оренда
-684,Примітка 7799,Мило,Їжа
383,Примітка 7800,Мило,Їжа
-572,Примітка 7801,Оренда офісу,Канцелярія
250,Примітка 7802,Мило,Канцелярія
-647,Примітка 7803,Хліб,Їжа
679,Примітка 7804,Ручка,Їжа
20,Примітка 7805,Кава,Оренда
37,Примітка 7806,Шафа,Їжа
725,Примітка 7807,Мило,Інше
-536,Примітка 7808,Кава,Їжа
957,Примітка 7809,Шафа,Оренда
-133,Примітка 7810,Папір,Інше
90,Примітка 7811,Оренда офісу,Їжа
-931,Примітка 7812,Хліб,Оренда
989,Примітка 7813,Оренда офісу,Канцелярія
-385,Примітка 7814,Кава,Оренда
-82,Примітка 7815,Ручка,Канцелярія
-372,Примітка 7816,Оренда офісу,Інше
-13,Примітка 7817,Мило,Інше
-712,Примітка 7818,Оренда офісу,Інше
-222,Примітка 7819,Ручка,Їжа
-672,Примітка 7820,Кава,Канцелярія
366,Примітка 7821,Шафа,Оренда
693,Примітка 7822,Оренда офісу,Їжа
-616,Примітка 7823,Хліб,Оренда
-847,Примітка 7824,Оренда офісу,Оренда
159,Примітка 7825,Шафа,Оренда
-396,Примітка 7826,Шафа,Оренда
592,Примітка 7827,Хліб,Канцелярія
-448,Примітка 7828,Кава,Оренда
-167,Примітка 7829,Мило,Канцелярія
476,Примітка 7830,Хліб,Канцелярія
-265,Примітка 7831,Мило,Канцелярія
370,Примітка 7832,Мило,Оренда
569,Примітка 7833,Ручка,Їжа
847,Примітка 7834,Папір,Оренда
877,Примітка 7835,Мило,Канцелярія
554,Примітка 7836,Шафа,Оренда
-269,Примітка 7837,Мило,Їжа
-327,Примітка 7838,Хліб,Оренда
175,Примітка 7839,Оренда офісу,Оренда
-282,Примітка 7840,Оренда офісу,Їжа
-200,Примітка 7841,Хліб,Інше
-324,Примітка 7842,Ручка,Канцелярія
217,Примітка 7843,Шафа,Інше
303,Примітка 7844,Кава,Інше
-894,Примітка 7845,Мило,Їжа
634,Примітка 7846,Хліб,Їжа
179,Примітка 7847,Шафа,Оренда
-112,Примітка 7848,Кава,Оренда
723,Примітка 7849,Ручка,Інше
-818,Примітка 7850,Ручка,Їжа
-214,Примітка 7851,Шафа,Канцелярія
-224,Примітка 7852,Кава,Інше
-676,Примітка 7853,Ручка,Канцелярія
547,Примітка 7854,Ручка,Оренда
-214,Примітка 7855,Ручка,Канцелярія
-712,Примітка 7856,Мило,Канцелярія
-443,Примітка 7857,Шафа,Інше
-80,Примітка 7858,Хліб,Інше
-612,Примітка 7859,Папір,Інше
10,Примітка 7860,Ручка,Оренда
176,Примітка 7861,Шафа,Оренда
-90,Примітка 7862,Мило,Канцелярія
-395,Примітка 7863,Шафа,Інше
-774,Примітка 7864,Шафа,Їжа
-315,Примітка 7865,Шафа,Оренда
-409,Примітка 7866,Шафа,Оренда
95,Примітка 7867,Мило,Канцелярія
-887,Примітка 7868,Оренда офісу,Інше
-215,Примітка 7869,Оренда офісу,Оренда
-93,Примітка 7870,Шафа,Їжа
-607,Примітка 7871,Кава,Оренда
282,Примітка 7872,Шафа,Їжа
31,Примітка 7873,Мило,Інше
768,Примітка 7874,Мило,Канцелярія
335,Примітка 7875,Папір,Їжа
941,Примітка 7876,Мило,Канцелярія
-267,Примітка 7877,Шафа,Інше
155,Примітка 7878,Хліб,Їжа
-980,Примітка 7879,Кава,Їжа
379,Примітка 7880,Папір,Канцелярія
12,Примітка 7881,Шафа,Інше
-152,Примітка 7882,Хліб,Канцелярія
-544,Примітка 7883,Папір,Канцелярія
-853,Примітка 7884,Ручка,Інше
368,Примітка 7885,Шафа,Канцелярія
821,Примітка 7886,Ручка,Канцелярія
-167,Примітка 7887,Хліб,Інше
198,Примітка 7888,Хліб,Канцелярія
-930,Примітка 7889,Ручка,Оренда
-40,Примітка 7890,Хліб,Їжа
663,Примітка 7891,Шафа,Канцелярія
-463,Примітка 7892,Кава,Канцелярія
-151,Примітка 7893,Ручка,Інше
525,Примітка 7894,Папір,Оренда
812,Примітка 7895,Мило,Їжа
-794,Примітка 7896,Кава,Канцелярія
429,Примітка 7897,Шафа,Оренда
977,Примітка 7898,Оренда офісу,Канцелярія
-529,Примітка 7899,Хліб,Оренда
567,Примітка 7900,Мило,Їжа
-505,Примітка 7901,Хліб,Канцелярія
-911,Примітка 7902,Мило,Оренда
-589,Примітка 7903,Хліб,Інше
52,Примітка 7904,Ручка,Їжа
-700,Примітка 7905,Оренда офісу,Їжа
591,Примітка 7906,Мило,Оренда
-154,Примітка 7907,Ручка,Канцелярія
928,Примітка 7908,Оренда офісу,Канцелярія
769,Примітка 7909,Оренда офісу,Їжа
-110,Примітка 7910,Папір,Їжа
-201,Примітка 7911,Ручка,Канцелярія
-647,Примітка 7912,Кава,Їжа
-400,Примітка 7913,Оренда офісу,Інше
648,Примітка 7914,Шафа,Оренда
-85,Примітка 7915,Хліб,Оренда
-344,Примітка 7916,Хліб,Канцелярія
-614,Примітка 7917,Мило,Оренда
-101,Примітка 7918,Кава,Інше
287,Примітка 7919,Шафа,Оренда
404,Примітка 7920,Папір,Оренда
-855,Примітка 7921,Ручка,Інше
